profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,fake
1,0.09,5,0,0,5,0,0,166,3002,301,0
1,0.09,2,0,0,1,0,0,92,1298,407,0
1,0,2,0,0,11,0,1,32,3801,183,0
1,0,2,0,0,0,0,1,81,1359,72,0
1,0,2,0,0,38,1,0,333,6741306,104,0
1,0.38,2,0,0,8,1,0,9,961,461,0
1,0,2,0,0,37,1,0,359,732075,363,0
1,0,2,0,0,2,0,1,58,372,361,0
1,0,3,0,0,71,0,1,10,228,311,0
1,0,1,0,0,44,0,1,8,308,364,0
1,0,2,0,0,0,0,0,5,79,203,0
1,0,2,0,0,76,1,0,77,245,99,0
1,0.18,1,0,0,99,0,1,92,68,92,0
1,0,2,0,0,22,0,0,191,983,111,0
1,0,2,0,0,13,0,1,7,751,1223,0
1,0,4,0.25,0,105,0,1,126,450,370,0
1,0,1,0.33,0,91,0,0,110,1761,905,0
1,0.14,2,0,0,0,0,1,18,356,672,0
1,0,2,0,0,38,0,0,223,5282,652,0
1,0,2,0,0,66,0,0,331,5281,653,0
1,0,2,0,0,125,1,1,6,239,244,0
1,0,2,0,0,0,1,1,150,567,528,0
1,0,2,0,0,54,0,0,202,560,754,0
1,0,0,0,0,5,0,1,13,196,373,0
1,0,1,0,0,68,0,0,260,3896489,351,0
1,0,1,0,0,20,0,0,19,107,133,0
1,0.08,2,0,0,31,1,0,111,186,29,0
1,0,0,0,0,101,0,1,54,146,1005,0
1,0,1,0,0,52,0,1,54,846,583,0
1,0.11,4,0,0,24,1,0,16,738,544,0
1,0,0,0,0,20,0,1,149,1007,383,0
1,0,2,0,0,84,1,0,142,1463,439,0
1,0,2,0,0,12,0,0,62,443,351,0
1,0,2,0,0,0,0,1,101,415,464,0
1,0,2,0,0,49,1,0,332,8322,346,0
1,0,2,0,0,115,0,0,18,639,690,0
1,0,2,0,0,147,1,0,990,18514,1138,0
1,0,2,0,0,1,0,1,12,62,68,0
1,0.22,3,0,0,44,0,0,33,7378,157,0
1,0.36,2,0,0,33,0,0,2,1677,715,0
1,0,0,0,0,102,0,0,24,617,193,0
1,0,2,0,0,1,1,0,412,19355,414,0
1,0,2,0,0,61,0,1,218,622,292,0
1,0.15,1,0,0,45,0,0,222,6270,165,0
1,0,1,0,0,0,0,0,390,4348,865,0
1,0,1,0,0,0,0,1,7,318,335,0
1,0,1,0,0,0,0,1,4,188,113,0
1,0,1,0,0,112,0,1,22,673,330,0
1,0.18,1,0,0,148,0,0,82,16551,182,0
1,0,3,0,0,25,0,1,143,418,272,0
1,0,2,0,0,34,0,0,1,69,268,0
1,0,1,0,0,19,0,0,98,1051,583,0
1,0,2,0,0,0,0,0,33,275,226,0
1,0,2,0,0,59,0,0,134,356,669,0
1,0.18,3,0,0,54,0,0,6,391,238,0
1,0.22,5,0,0,59,0,0,5,4177,3678,0
1,0.17,2,0,0,110,1,0,32,265,362,0
1,0,2,0,0,129,0,0,85,272,1582,0
1,0,2,0,0,0,0,0,327,425,917,0
1,0,3,0,0,0,0,1,11,217,179,0
1,0,2,0,0,17,0,1,23,710,567,0
1,0,2,0,0,0,0,1,9,89,121,0
1,0,2,0,0,31,0,1,68,742,412,0
1,0,2,0,0,0,0,0,0,96,44,0
1,0,1,0,1,99,1,1,16,78,118,0
1,0,2,0,0,1,0,1,50,195,268,0
1,0,2,0,0,0,0,1,2,9,11,0
1,0,1,0,0,147,1,0,65,10794,3164,0
1,0.19,0,0,0,0,0,0,1,128,14,0
1,0,0,0,0,0,1,1,62,318,569,0
1,0.18,1,0,0,0,0,0,248,342,136,0
1,0.31,1,0,0,0,0,1,10,99,488,0
1,0,0,0,0,6,0,0,12,419,372,0
1,0.15,1,0,0,0,0,0,205,138,42,0
1,0,2,0,0,0,0,1,1,15,107,0
1,0.22,1,0.14,0,0,0,1,51,605,278,0
1,0,1,0,0,86,0,0,17,428,179,0
1,0,1,0,0,0,0,0,108,478,424,0
1,0.24,0,0,0,0,0,1,352,1067,1452,0
1,0,1,0,0,0,0,1,5,71,88,0
1,0,2,0,0,56,1,0,761,205557,53,0
1,0,2,0,0,23,0,0,85,962,610,0
1,0,2,0,0,120,1,0,95,757,823,0
1,0.14,2,0,0,34,0,0,7,410,383,0
1,0,3,0,0,25,0,1,52,178,793,0
1,0,2,0,0,0,0,1,7,249,345,0
1,0,2,0,0,12,0,0,178,565,1072,0
1,0.17,2,0,0,0,0,1,89,953,618,0
1,0,2,0,0,7,0,1,20,343,400,0
1,0.08,2,0,0,1,0,0,290,346,501,0
1,0,2,0,0,14,0,1,67,1745,2229,0
1,0,2,0,0,34,0,1,90,268,370,0
1,0,3,0,0,22,0,1,327,545,706,0
1,0,1,0,0,19,0,1,28,1175,489,0
1,0,2,0,0,139,0,0,36,1415,58,0
1,0,2,0,0,14,0,1,4,75,119,0
1,0,2,0,0,50,0,0,76,233,462,0
1,0,3,0,0,47,1,1,8,256,347,0
1,0,1,0,0,21,0,1,103,1083,7500,0
1,0.3,2,0,0,37,0,1,195,1456,1728,0
1,0,0,0,0,0,0,1,149,277,322,0
1,0,1,0,0,0,0,1,59,1051,695,0
1,0.11,1,0,0,0,0,0,1,78,33,0
0,0,1,0,0,16,0,1,9,212,323,0
1,0.07,2,0,0,30,1,1,31,178,92,0
1,0,1,0,0,32,0,1,1232,1037,1537,0
1,0,1,0,0,14,0,1,95,668,399,0
1,0,2,0,0,7,0,0,7,401,408,0
1,0,2,0,0,1,0,0,3,37,31,0
1,0,2,0,0,0,0,1,30,55,89,0
0,0.22,1,0,0,0,0,0,0,105,333,1
0,0.38,1,0,0,0,0,0,1,60,31,1
0,0.43,1,0,0,0,0,1,1,270,481,1
1,0,0,0,0,1,0,1,4,1,76,1
1,0.5,3,0,0,30,0,1,16,91,258,1
0,0.31,2,0,0,0,0,0,0,39,65,1
0,0.22,1,0.22,0,42,0,1,1,1,9,1
0,0,1,0,0,0,0,1,0,0,853,1
1,0.25,1,0,0,0,0,1,10,0,24,1
0,0,2,0,0,0,0,0,0,13,6,1
0,0.33,1,0,0,0,0,0,0,11,24,1
0,0.33,1,0,0,0,0,1,0,1,35,1
0,0,1,0,0,1,0,0,1,1,4,1
0,0,0,0,0,0,0,1,0,1,0,1
0,0.12,1,0,0,0,0,1,0,23,208,1
0,0.18,1,0,0,0,0,1,1,6,6,1
0,0.5,1,0,0,1,0,1,3,17,58,1
1,0.5,1,0,0,0,0,1,0,11,77,1
0,0.5,1,0,0,0,0,1,0,7,51,1
1,0.57,1,0,0,0,0,0,0,70,6,1
0,0.45,3,0,0,0,0,0,0,33,3,1
0,0.5,1,0,0,0,0,1,100,3,408,1
0,0.57,1,0,0,0,0,1,6,6,21,1
1,0,1,0,0,0,0,1,2,0,45,1
0,0.44,1,0.43,0,0,0,1,0,6,19,1
0,0,1,0,0,0,0,1,1,107,62,1
1,0.88,1,0,0,1,0,1,38,10,59,1
0,0,1,0,0,0,0,0,1,52,3,1
0,0.22,0,0,0,0,0,1,9,2,214,1
0,0,2,0,0,0,0,1,0,50,126,1
1,0,1,0,0,26,0,1,20,6,48,1
0,0,1,0,0,0,0,1,0,0,802,1
0,0.55,1,0,0,0,0,0,0,25,46,1
0,0.07,1,0,0,0,0,1,0,0,601,1
1,0.8,1,0,0,13,0,1,2,77,202,1
0,0,1,0.4,0,0,0,1,0,164,689,1
0,0,1,0,0,0,0,0,0,94,189,1
0,0.31,1,0.36,0,0,0,0,0,6,21,1
0,0.4,1,0,0,0,0,0,0,30,49,1
0,0.33,1,0,0,0,0,1,0,41,237,1
0,0,1,0,0,0,0,1,7,31,53,1
0,0.33,1,0.33,1,0,0,1,0,0,36,1
0,0.36,1,0,0,0,0,0,0,20,49,1
1,0.55,1,0.29,0,0,0,1,1,80,1027,1
1,0.41,1,0,0,0,0,1,2,7,37,1
1,0.43,0,0,0,0,0,0,0,49,43,1
0,0.11,1,0.11,1,0,0,1,0,19,132,1
1,0,1,0,1,1,0,1,0,14,26,1
1,0.25,1,0,0,0,0,0,0,4,4,1
1,0.44,1,0,0,0,0,1,0,0,230,1
1,0.3,0,0,0,1,0,1,9,321,1165,1
0,0.1,1,0,0,0,0,1,0,0,0,1
0,0,1,0,0,0,0,0,2,3,1,1
0,0,2,0,0,0,0,0,0,1,30,1
1,0.29,2,0,0,8,0,1,5,272,124,1
0,0,1,0,0,0,0,0,14,182,935,1
0,0,2,0,0,0,0,1,0,9,235,1
0,0.67,1,0,0,0,0,0,1,1,0,1
1,0.31,1,0.31,1,0,0,1,0,13,51,1
1,0,3,0,0,11,0,0,4,18,116,1
1,0.89,1,0.89,0,0,0,1,88,20,305,1
1,0,1,0,0,11,0,0,9,59,47,1
0,0.2,1,0.2,1,82,0,1,5,10,55,1
0,0.12,1,0,0,0,0,1,2,40,178,1
0,0,1,0,0,0,0,0,0,50,41,1
1,0,5,0,0,0,0,0,119,132,750,1
1,0,0,0,0,0,0,1,30,25,40,1
1,0.18,1,0,0,0,0,1,126,863,4447,1
1,0,0,0,0,0,0,0,76,69,44,1
1,0.38,1,0.4,0,0,0,1,4,184,170,1
1,0.43,1,0,0,0,0,1,7,162,333,1
1,0.22,1,0.22,1,0,0,1,4,42,760,1
1,0,1,0,0,21,0,1,108,280,1384,1
1,0,1,0,0,0,0,0,21,219,215,1
1,0.24,1,0.24,1,0,0,1,4,18,106,1
1,0.44,1,0,0,0,0,1,44,98,94,1
1,0.5,0,0,0,1,0,1,299,34,108,1
0,0,1,0,0,1,0,0,11,39,34,1
1,0.16,0,0,0,85,0,1,1,1,13,1
0,0.89,0,0,0,0,0,1,1,37,68,1
1,0.58,1,0.36,0,7,0,1,1,42,38,1
1,0.29,1,0,0,50,0,1,2,23,152,1
1,0.3,1,0,0,0,0,1,0,12,36,1
0,0.5,2,0,0,0,0,0,0,83,142,1
0,0.4,1,0,0,0,0,0,0,24,28,1
1,0,0,0,0,53,0,1,4,15,48,1
0,0.25,1,0,0,0,0,0,0,65,60,1
0,0.36,1,0,0,0,0,0,0,90,66,1
0,0.33,2,0,0,0,0,0,0,83,6,1
0,0,0,0,0,0,0,0,0,185,320,1
0,0.36,1,0,0,0,0,1,0,0,28,1
1,0.3,1,0,0,5,0,1,1,51,420,1
1,0.12,1,0,0,81,0,0,9,39,126,1
0,0.33,1,0.38,0,2,0,1,3,13,732,1
1,0.38,1,0,0,0,0,1,0,7,121,1
1,0.4,1,0,0,0,0,1,1,27,46,1
0,0.57,0,0,0,0,0,1,5,123,249,1
0,0.22,1,0,0,0,0,1,0,5,57,1
1,0.38,1,0,0,53,0,1,1,1,16,1
0,0.64,2,0,0,1,0,0,0,45,47,1
1,0.33,1,0.33,0,0,0,1,12,33,45,1
0,0.31,1,0.31,1,0,0,0,0,39,26,1
0,0,1,0,0,1,0,1,1,0,71,1
0,0.25,1,0,0,0,0,0,0,0,0,1
1,0.12,1,0,0,0,0,1,1,7,142,1
1,0.38,1,0,0,0,0,1,91,18,31,1
0,0.31,1,0,0,0,0,1,0,138,98,1
0,0.2,0,0,0,0,0,1,0,16,156,1
0,0,1,0,0,0,0,1,0,2,65,1
0,0.42,1,0,0,0,0,0,1,39,41,1
1,0,0,0,0,202,0,0,16,447,2049,1
1,0.57,1,0,0,0,0,1,6,9,81,1
0,0,0,0,0,0,0,0,9,589,1520,1
0,0.06,1,0,0,0,0,0,0,29,53,1
1,0,2,0,0,0,0,0,13,199,477,1
0,0,2,0,0,0,0,1,0,0,177,1
0,0,3,0,0,0,0,1,0,0,130,1
0,0.21,1,0,0,0,0,0,3,174,183,1
1,0.07,0,0,0,0,0,1,0,12,191,1
0,0.42,1,0,0,0,0,0,0,15,18,1
0,0.21,1,0,0,1,0,0,1,1,2,1
0,0.38,1,0,0,0,0,0,1,119,203,1
0,0,2,0,0,0,0,1,0,0,103,1
0,0,1,0,0,0,0,0,1,26,9,1
1,0.14,3,0,0,0,0,0,0,56,168,1
0,0.15,2,0,0,0,0,0,2,14,20,1
1,0,4,0,0,116,0,0,28,1032,269,1
1,0.18,1,0,0,0,0,0,0,42,146,1
1,0.33,2,0,0,0,0,0,26,70,64,1
1,0.18,1,0,0,0,0,1,0,0,12,1
1,0.3,1,0,0,0,0,0,0,45,117,1
1,0.43,2,0,0,0,0,0,110,835,4118,1
0,0,2,0,0,23,0,1,3,389,392,1
1,0.33,0,0,0,0,0,0,0,23,222,1
0,0.33,1,0,0,0,0,1,1,27,40,1
0,0,1,0,0,0,0,1,0,5,81,1
0,0.71,0,0,0,1,0,1,0,5,18,1
0,0.5,1,0,0,0,0,0,1,23,44,1
1,0.25,1,0,0,3,0,1,7,181,300,1
1,0.33,1,0,0,1,0,0,10,108,305,1
0,0.5,1,0.33,0,0,0,0,2,43,123,1
0,0.29,1,0,0,0,0,0,20,90,9,1
0,0.09,1,0,0,0,0,0,1,31,94,1
0,0.25,1,0,0,0,0,1,0,0,14,1
1,0.13,1,0,0,0,0,1,10,40,67,1
0,0.33,1,0.33,1,12,0,0,2,53,303,1
1,0.14,2,0,0,0,0,0,5,67,91,1
1,0,3,0,0,0,0,0,15,103,440,1
0,0,2,0,0,0,0,0,0,17,31,1
0,0.4,1,0,0,0,0,1,0,24,70,1
1,0,1,0,0,0,0,0,3,35,97,1
1,0.4,1,0.4,1,0,0,1,4,158,150,1
1,0.1,1,0,0,0,0,1,4,6,24,1
0,0.43,1,0.4,0,0,0,0,0,47,25,1
1,0,3,0,0,206,0,0,64,271,264,1
1,0.44,2,0,0,0,0,0,1,55,136,1
1,0.33,0,0,0,50,0,1,4,818,401,1
1,0,3,0,0,0,0,0,35,81,48,1
1,0.38,2,0,0,2,0,0,0,40,288,1
1,0.4,0,0,0,1,0,1,0,26,76,1
1,0.33,1,0,0,0,0,0,7,61,38,1
1,0.12,1,0,0,0,0,0,1,101,109,1
1,0.29,0,0,0,0,0,1,9,577,627,1
0,0.57,2,0.4,0,0,0,0,0,25,16,1
1,0,0,0,0,0,0,1,0,66,160,1
1,0,1,0,0,0,0,1,5,310,1247,1
1,0,1,0,1,35,0,1,0,16,17,1
0,0,1,0,0,0,0,0,1,16,4,1
1,0.07,1,0,0,0,0,1,0,27,146,1
1,0,1,0,1,0,0,0,6,87,82,1
1,0.27,1,0,0,0,0,1,2,50,54,1
1,0,2,0,0,0,0,0,21,446,2128,1
1,0.36,1,0,0,1,0,0,11,223,376,1
1,0.29,1,0.33,0,0,0,1,4,77,1268,1
1,0.83,1,0,0,32,0,0,3,76,76,1
0,0.67,1,0,0,1,0,1,0,4,15,1
1,0.38,1,0.33,0,0,0,1,1,12,54,1
0,0.58,1,0,0,0,0,0,0,53,22,1
0,0,1,0,0,0,0,0,1,15,594,1
1,0.2,2,0,0,0,0,0,1,1,9,1
0,0,1,0,0,0,0,0,0,21,0,1
0,0.29,2,0,0,0,0,0,0,21,2,1
1,0.25,1,0,0,59,0,0,29,358,1991,1
0,0.25,1,0,0,1,0,0,0,21,10,1
0,0,1,0,0,7,0,0,0,30,31,1
0,0,1,0,0,0,0,0,0,56,75,1
0,0.31,1,0,0,1,0,0,3,11,16,1
1,0.67,1,0,0,0,0,0,3,218,792,1
0,0.33,1,0.25,0,0,0,0,6,111,99,1
0,0.47,1,0,0,0,0,0,0,15,34,1
0,0.36,1,0,0,1,0,0,6,38,17,1
0,0,1,0,0,0,0,0,0,20,1,1
0,0.4,0,0,0,0,0,0,0,44,47,1
0,0.33,1,0,0,0,0,0,0,86,778,1
0,0.33,1,0,0,1,0,0,0,76,636,1
0,0.55,2,0,0,0,0,0,0,50,82,1
0,0.27,1,0.27,1,1,0,0,0,16,31,1
0,0.44,1,0,0,0,0,0,0,9,3,1
0,0.44,1,0,0,1,0,0,1,34,22,1
0,0.47,1,0,0,0,0,0,3,29,83,1
0,0.33,1,0,0,0,0,0,0,47,0,1
0,0,2,0,0,0,0,0,0,13,5,1
0,0.25,1,0,0,0,0,0,1,78,403,1
1,0.91,1,0,0,0,0,0,0,86,32,1
0,0.44,1,0,0,0,0,0,0,10,0,1
1,0.12,1,0,0,1,0,0,0,32,25,1
0,0.2,1,0,0,0,0,0,0,15,11,1
0,0.24,2,0,0,0,0,0,0,56,47,1
0,0.27,1,0,0,0,0,0,0,17,0,1
0,0.25,1,0,0,0,0,0,0,7,21,1
0,0.28,1,0.24,0,0,0,0,0,86,0,1
0,0.38,1,0,0,0,0,0,0,4,8,1
0,0.57,2,0,0,0,0,0,1,17,41,1
1,0.44,1,0,0,0,0,0,1,8,35,1
0,0.47,1,0,0,0,0,0,0,23,31,1
0,0,2,0,0,0,0,0,0,68,1,1
0,0.44,1,0,0,0,0,0,1,22,38,1
0,0.44,1,0,0,0,0,0,2,18,21,1
0,0.57,2,0,0,0,0,0,0,60,27,1
0,0.54,1,0,0,0,0,0,3,137,848,1
1,0.43,1,0,0,0,0,0,9,178,1552,1
0,0.89,0,0,0,0,0,0,1,65,57,1
1,0.38,1,0,0,0,0,0,1,207,2134,1
0,0.36,1,0,0,0,0,1,0,110,1051,1
0,0,1,0,1,1,0,0,0,17,23,1
0,0.14,1,0,0,0,0,0,0,48,2,1
0,0.2,1,0.33,0,0,0,0,1,50,11,1
0,0.1,0,0,0,0,0,0,0,36,3,1
0,0.5,1,0.4,0,0,0,0,0,26,0,1
1,0.58,1,0.44,0,0,0,0,20,356,1320,1
0,0.44,2,0,0,1,0,0,0,28,3,1
0,0.22,1,0.33,0,0,0,0,0,61,0,1
0,0,1,0,0,0,0,0,1,49,40,1
0,0,1,0,0,0,0,0,0,29,36,1
0,0.13,2,0,0,0,0,0,0,41,240,1
0,0.38,1,0.33,0,1,0,0,0,36,10,1
0,0.1,2,0,0,0,0,0,0,67,0,1
1,0.91,1,0,0,0,0,0,0,46,31,1
0,0.08,1,0,0,0,0,0,0,172,288,1
0,0.88,1,1,0,0,0,0,4,54,36,1
0,0.67,1,0,0,0,0,0,0,33,17,1
0,0.44,1,0,0,0,0,0,0,40,142,1
0,0.18,1,0,0,0,0,0,1,2609,1237,1
0,0.25,1,0,0,0,0,0,0,3002,826,1
0,0.88,1,1,0,0,0,0,1,35,36,1
0,0.36,1,0,0,0,0,0,32,194,2036,1
1,0.33,2,0.22,0,0,0,0,8,210,2131,1
1,0.2,2,0,0,18,0,0,5,1489,2188,1
0,0.5,1,0.5,1,0,0,0,0,10,1,1
0,0.33,1,0,0,0,0,0,27,112,406,1
0,0,2,0,0,0,0,0,0,366,2815,1
0,0.43,1,0,0,0,0,0,0,35,16,1
0,0.25,1,0.18,0,1,0,0,6,127,422,1
0,0.43,2,0,0,1,0,0,12,85,478,1
0,0.24,1,0,0,0,0,0,0,34,35,1
0,0.44,1,0,0,0,0,0,0,59,28,1
0,0.27,2,0,0,42,0,1,0,16,68,1
0,0.38,1,0,0,0,0,0,0,43,110,1
